master_id,master_fileID,slave_id,slave_fileID,delta_days,track,perp_baseline,temp_baseline
S1A_IW_SLC__1SDV_20210618T220546_20210618T220616_038400_04880E_417C,S1A_IW_SLC__1SDV_20210618T220546_20210618T220616_038400_04880E_417C-SLC,S1A_IW_SLC__1SDV_20210630T220547_20210630T220616_038575_048D4A_DB5D,S1A_IW_SLC__1SDV_20210630T220547_20210630T220616_038575_048D4A_DB5D-SLC,12,3,61.147364983943625,12
S1A_IW_SLC__1SDV_20210724T220548_20210724T220618_038925_0497CF_59A9,S1A_IW_SLC__1SDV_20210724T220548_20210724T220618_038925_0497CF_59A9-SLC,S1A_IW_SLC__1SDV_20210805T220549_20210805T220619_039100_049D2A_3CE4,S1A_IW_SLC__1SDV_20210805T220549_20210805T220619_039100_049D2A_3CE4-SLC,12,3,69.98460084445101,12
S1A_IW_SLC__1SDV_20210724T220616_20210724T220644_038925_0497CF_9F9A,S1A_IW_SLC__1SDV_20210724T220616_20210724T220644_038925_0497CF_9F9A-SLC,S1A_IW_SLC__1SDV_20210805T220616_20210805T220644_039100_049D2A_4568,S1A_IW_SLC__1SDV_20210805T220616_20210805T220644_039100_049D2A_4568-SLC,12,3,66.02587383832365,12
S1A_IW_SLC__1SDV_20210724T220641_20210724T220708_038925_0497CF_1F48,S1A_IW_SLC__1SDV_20210724T220641_20210724T220708_038925_0497CF_1F48-SLC,S1A_IW_SLC__1SDV_20210805T220642_20210805T220709_039100_049D2A_A979,S1A_IW_SLC__1SDV_20210805T220642_20210805T220709_039100_049D2A_A979-SLC,12,3,69.83184446332893,12
S1A_IW_SLC__1SDV_20210724T220706_20210724T220733_038925_0497CF_5143,S1A_IW_SLC__1SDV_20210724T220706_20210724T220733_038925_0497CF_5143-SLC,S1A_IW_SLC__1SDV_20210805T220707_20210805T220734_039100_049D2A_B949,S1A_IW_SLC__1SDV_20210805T220707_20210805T220734_039100_049D2A_B949-SLC,12,3,65.7433741353689,12
S1A_IW_SLC__1SDV_20210724T220731_20210724T220758_038925_0497CF_6807,S1A_IW_SLC__1SDV_20210724T220731_20210724T220758_038925_0497CF_6807-SLC,S1A_IW_SLC__1SDV_20210805T220732_20210805T220759_039100_049D2A_6FE2,S1A_IW_SLC__1SDV_20210805T220732_20210805T220759_039100_049D2A_6FE2-SLC,12,3,69.50641796356246,12
S1A_IW_SLC__1SDV_20210724T220756_20210724T220823_038925_0497CF_E928,S1A_IW_SLC__1SDV_20210724T220756_20210724T220823_038925_0497CF_E928-SLC,S1A_IW_SLC__1SDV_20210805T220757_20210805T220824_039100_049D2A_5418,S1A_IW_SLC__1SDV_20210805T220757_20210805T220824_039100_049D2A_5418-SLC,12,3,65.27528944000262,12
S1A_IW_SLC__1SDV_20210724T220821_20210724T220849_038925_0497CF_D0EC,S1A_IW_SLC__1SDV_20210724T220821_20210724T220849_038925_0497CF_D0EC-SLC,S1A_IW_SLC__1SDV_20210805T220821_20210805T220849_039100_049D2A_E13D,S1A_IW_SLC__1SDV_20210805T220821_20210805T220849_039100_049D2A_E13D-SLC,12,3,69.00997138085343,12
S1A_IW_SLC__1SDV_20210724T220847_20210724T220913_038925_0497CF_E53D,S1A_IW_SLC__1SDV_20210724T220847_20210724T220913_038925_0497CF_E53D-SLC,S1A_IW_SLC__1SDV_20210805T220847_20210805T220914_039100_049D2A_604D,S1A_IW_SLC__1SDV_20210805T220847_20210805T220914_039100_049D2A_604D-SLC,12,3,64.62294982717584,12
S1A_IW_SLC__1SDV_20210805T220616_20210805T220644_039100_049D2A_4568,S1A_IW_SLC__1SDV_20210805T220616_20210805T220644_039100_049D2A_4568-SLC,S1A_IW_SLC__1SDV_20210817T220617_20210817T220645_039275_04A339_F9CC,S1A_IW_SLC__1SDV_20210817T220617_20210817T220645_039275_04A339_F9CC-SLC,12,3,15.0939060992216,12
S1A_IW_SLC__1SDV_20210805T220642_20210805T220709_039100_049D2A_A979,S1A_IW_SLC__1SDV_20210805T220642_20210805T220709_039100_049D2A_A979-SLC,S1A_IW_SLC__1SDV_20210817T220643_20210817T220710_039275_04A339_BB6D,S1A_IW_SLC__1SDV_20210817T220643_20210817T220710_039275_04A339_BB6D-SLC,12,3,16.48732780143324,12
S1A_IW_SLC__1SDV_20210805T220707_20210805T220734_039100_049D2A_B949,S1A_IW_SLC__1SDV_20210805T220707_20210805T220734_039100_049D2A_B949-SLC,S1A_IW_SLC__1SDV_20210817T220708_20210817T220734_039275_04A339_98FD,S1A_IW_SLC__1SDV_20210817T220708_20210817T220734_039275_04A339_98FD-SLC,12,3,13.8538324384018,12
S1A_IW_SLC__1SDV_20210805T220732_20210805T220759_039100_049D2A_6FE2,S1A_IW_SLC__1SDV_20210805T220732_20210805T220759_039100_049D2A_6FE2-SLC,S1A_IW_SLC__1SDV_20210817T220732_20210817T220759_039275_04A339_5B5B,S1A_IW_SLC__1SDV_20210817T220732_20210817T220759_039275_04A339_5B5B-SLC,12,3,15.559221638764912,12
S1A_IW_SLC__1SDV_20210805T220757_20210805T220824_039100_049D2A_5418,S1A_IW_SLC__1SDV_20210805T220757_20210805T220824_039100_049D2A_5418-SLC,S1A_IW_SLC__1SDV_20210817T220757_20210817T220824_039275_04A339_4957,S1A_IW_SLC__1SDV_20210817T220757_20210817T220824_039275_04A339_4957-SLC,12,3,13.179503213926864,12
S1A_IW_SLC__1SDV_20210805T220821_20210805T220849_039100_049D2A_E13D,S1A_IW_SLC__1SDV_20210805T220821_20210805T220849_039100_049D2A_E13D-SLC,S1A_IW_SLC__1SDV_20210817T220822_20210817T220850_039275_04A339_66D3,S1A_IW_SLC__1SDV_20210817T220822_20210817T220850_039275_04A339_66D3-SLC,12,3,15.167693914145087,12
S1A_IW_SLC__1SDV_20210805T220847_20210805T220914_039100_049D2A_604D,S1A_IW_SLC__1SDV_20210805T220847_20210805T220914_039100_049D2A_604D-SLC,S1A_IW_SLC__1SDV_20210817T220848_20210817T220915_039275_04A339_E215,S1A_IW_SLC__1SDV_20210817T220848_20210817T220915_039275_04A339_E215-SLC,12,3,13.164614420741733,12
S1A_IW_SLC__1SDV_20210817T220617_20210817T220645_039275_04A339_F9CC,S1A_IW_SLC__1SDV_20210817T220617_20210817T220645_039275_04A339_F9CC-SLC,S1A_IW_SLC__1SDV_20210829T220618_20210829T220645_039450_04A92A_E919,S1A_IW_SLC__1SDV_20210829T220618_20210829T220645_039450_04A92A_E919-SLC,12,3,17.18175348840289,12
S1A_IW_SLC__1SDV_20210817T220643_20210817T220710_039275_04A339_BB6D,S1A_IW_SLC__1SDV_20210817T220643_20210817T220710_039275_04A339_BB6D-SLC,S1A_IW_SLC__1SDV_20210829T220643_20210829T220710_039450_04A92A_F1A9,S1A_IW_SLC__1SDV_20210829T220643_20210829T220710_039450_04A92A_F1A9-SLC,12,3,32.246604802839435,12
S1A_IW_SLC__1SDV_20210817T220708_20210817T220734_039275_04A339_98FD,S1A_IW_SLC__1SDV_20210817T220708_20210817T220734_039275_04A339_98FD-SLC,S1A_IW_SLC__1SDV_20210829T220708_20210829T220735_039450_04A92A_6FDD,S1A_IW_SLC__1SDV_20210829T220708_20210829T220735_039450_04A92A_6FDD-SLC,12,3,17.758161773247714,12
S1A_IW_SLC__1SDV_20210817T220732_20210817T220759_039275_04A339_5B5B,S1A_IW_SLC__1SDV_20210817T220732_20210817T220759_039275_04A339_5B5B-SLC,S1A_IW_SLC__1SDV_20210829T220733_20210829T220800_039450_04A92A_60D6,S1A_IW_SLC__1SDV_20210829T220733_20210829T220800_039450_04A92A_60D6-SLC,12,3,32.486361347449275,12
S1A_IW_SLC__1SDV_20210817T220757_20210817T220824_039275_04A339_4957,S1A_IW_SLC__1SDV_20210817T220757_20210817T220824_039275_04A339_4957-SLC,S1A_IW_SLC__1SDV_20210829T220758_20210829T220825_039450_04A92A_BC43,S1A_IW_SLC__1SDV_20210829T220758_20210829T220825_039450_04A92A_BC43-SLC,12,3,20.156811233929602,12
S1A_IW_SLC__1SDV_20210817T220822_20210817T220850_039275_04A339_66D3,S1A_IW_SLC__1SDV_20210817T220822_20210817T220850_039275_04A339_66D3-SLC,S1A_IW_SLC__1SDV_20210829T220823_20210829T220850_039450_04A92A_48F3,S1A_IW_SLC__1SDV_20210829T220823_20210829T220850_039450_04A92A_48F3-SLC,12,3,33.76853048914285,12
S1A_IW_SLC__1SDV_20210817T220848_20210817T220915_039275_04A339_E215,S1A_IW_SLC__1SDV_20210817T220848_20210817T220915_039275_04A339_E215-SLC,S1A_IW_SLC__1SDV_20210829T220848_20210829T220915_039450_04A92A_7538,S1A_IW_SLC__1SDV_20210829T220848_20210829T220915_039450_04A92A_7538-SLC,12,3,23.813690445081146,12
S1A_IW_SLC__1SDV_20210829T220618_20210829T220645_039450_04A92A_E919,S1A_IW_SLC__1SDV_20210829T220618_20210829T220645_039450_04A92A_E919-SLC,S1A_IW_SLC__1SDV_20210910T220618_20210910T220646_039625_04AF3F_6616,S1A_IW_SLC__1SDV_20210910T220618_20210910T220646_039625_04AF3F_6616-SLC,12,3,24.176471731447442,12
S1A_IW_SLC__1SDV_20210829T220643_20210829T220710_039450_04A92A_F1A9,S1A_IW_SLC__1SDV_20210829T220643_20210829T220710_039450_04A92A_F1A9-SLC,S1A_IW_SLC__1SDV_20210910T220644_20210910T220711_039625_04AF3F_BA5B,S1A_IW_SLC__1SDV_20210910T220644_20210910T220711_039625_04AF3F_BA5B-SLC,12,3,27.945323086860203,12
S1A_IW_SLC__1SDV_20210829T220708_20210829T220735_039450_04A92A_6FDD,S1A_IW_SLC__1SDV_20210829T220708_20210829T220735_039450_04A92A_6FDD-SLC,S1A_IW_SLC__1SDV_20210910T220709_20210910T220736_039625_04AF3F_EFC4,S1A_IW_SLC__1SDV_20210910T220709_20210910T220736_039625_04AF3F_EFC4-SLC,12,3,28.818891013959362,12
S1A_IW_SLC__1SDV_20210829T220733_20210829T220800_039450_04A92A_60D6,S1A_IW_SLC__1SDV_20210829T220733_20210829T220800_039450_04A92A_60D6-SLC,S1A_IW_SLC__1SDV_20210910T220734_20210910T220800_039625_04AF3F_0E95,S1A_IW_SLC__1SDV_20210910T220734_20210910T220800_039625_04AF3F_0E95-SLC,12,3,31.90091931007859,12
S1A_IW_SLC__1SDV_20210829T220758_20210829T220825_039450_04A92A_BC43,S1A_IW_SLC__1SDV_20210829T220758_20210829T220825_039450_04A92A_BC43-SLC,S1A_IW_SLC__1SDV_20210910T220758_20210910T220825_039625_04AF3F_AB1A,S1A_IW_SLC__1SDV_20210910T220758_20210910T220825_039625_04AF3F_AB1A-SLC,12,3,33.95500576346244,12
S1A_IW_SLC__1SDV_20210829T220823_20210829T220850_039450_04A92A_48F3,S1A_IW_SLC__1SDV_20210829T220823_20210829T220850_039450_04A92A_48F3-SLC,S1A_IW_SLC__1SDV_20210910T220823_20210910T220851_039625_04AF3F_00A1,S1A_IW_SLC__1SDV_20210910T220823_20210910T220851_039625_04AF3F_00A1-SLC,12,3,36.458563225594474,12
S1A_IW_SLC__1SDV_20210829T220848_20210829T220915_039450_04A92A_7538,S1A_IW_SLC__1SDV_20210829T220848_20210829T220915_039450_04A92A_7538-SLC,S1A_IW_SLC__1SDV_20210910T220849_20210910T220916_039625_04AF3F_AA22,S1A_IW_SLC__1SDV_20210910T220849_20210910T220916_039625_04AF3F_AA22-SLC,12,3,39.346660915717294,12
S1A_IW_SLC__1SDV_20210910T220618_20210910T220646_039625_04AF3F_6616,S1A_IW_SLC__1SDV_20210910T220618_20210910T220646_039625_04AF3F_6616-SLC,S1A_IW_SLC__1SDV_20210922T220618_20210922T220646_039800_04B524_0388,S1A_IW_SLC__1SDV_20210922T220618_20210922T220646_039800_04B524_0388-SLC,12,3,111.56093724492347,12
S1A_IW_SLC__1SDV_20210910T220644_20210910T220711_039625_04AF3F_BA5B,S1A_IW_SLC__1SDV_20210910T220644_20210910T220711_039625_04AF3F_BA5B-SLC,S1A_IW_SLC__1SDV_20210922T220644_20210922T220711_039800_04B524_6698,S1A_IW_SLC__1SDV_20210922T220644_20210922T220711_039800_04B524_6698-SLC,12,3,66.92595460212475,12
S1A_IW_SLC__1SDV_20210910T220709_20210910T220736_039625_04AF3F_EFC4,S1A_IW_SLC__1SDV_20210910T220709_20210910T220736_039625_04AF3F_EFC4-SLC,S1A_IW_SLC__1SDV_20210922T220709_20210922T220736_039800_04B524_50DB,S1A_IW_SLC__1SDV_20210922T220709_20210922T220736_039800_04B524_50DB-SLC,12,3,114.40852659869793,12
S1A_IW_SLC__1SDV_20210910T220734_20210910T220800_039625_04AF3F_0E95,S1A_IW_SLC__1SDV_20210910T220734_20210910T220800_039625_04AF3F_0E95-SLC,S1A_IW_SLC__1SDV_20210922T220734_20210922T220801_039800_04B524_2B93,S1A_IW_SLC__1SDV_20210922T220734_20210922T220801_039800_04B524_2B93-SLC,12,3,70.4127428287421,12
S1A_IW_SLC__1SDV_20210910T220758_20210910T220825_039625_04AF3F_AB1A,S1A_IW_SLC__1SDV_20210910T220758_20210910T220825_039625_04AF3F_AB1A-SLC,S1A_IW_SLC__1SDV_20210922T220759_20210922T220826_039800_04B524_15BA,S1A_IW_SLC__1SDV_20210922T220759_20210922T220826_039800_04B524_15BA-SLC,12,3,117.20892557527593,12
S1A_IW_SLC__1SDV_20210910T220823_20210910T220851_039625_04AF3F_00A1,S1A_IW_SLC__1SDV_20210910T220823_20210910T220851_039625_04AF3F_00A1-SLC,S1A_IW_SLC__1SDV_20210922T220824_20210922T220851_039800_04B524_53AB,S1A_IW_SLC__1SDV_20210922T220824_20210922T220851_039800_04B524_53AB-SLC,12,3,73.83702277680092,12
S1A_IW_SLC__1SDV_20210910T220849_20210910T220916_039625_04AF3F_AA22,S1A_IW_SLC__1SDV_20210910T220849_20210910T220916_039625_04AF3F_AA22-SLC,S1A_IW_SLC__1SDV_20210922T220849_20210922T220916_039800_04B524_90A1,S1A_IW_SLC__1SDV_20210922T220849_20210922T220916_039800_04B524_90A1-SLC,12,3,119.94160818791998,12
S1A_IW_SLC__1SDV_20210922T220618_20210922T220646_039800_04B524_0388,S1A_IW_SLC__1SDV_20210922T220618_20210922T220646_039800_04B524_0388-SLC,S1A_IW_SLC__1SDV_20211004T220619_20211004T220647_039975_04BB41_EEEA,S1A_IW_SLC__1SDV_20211004T220619_20211004T220647_039975_04BB41_EEEA-SLC,12,3,65.73983570930216,12
S1A_IW_SLC__1SDV_20210922T220644_20210922T220711_039800_04B524_6698,S1A_IW_SLC__1SDV_20210922T220644_20210922T220711_039800_04B524_6698-SLC,S1A_IW_SLC__1SDV_20211004T220645_20211004T220712_039975_04BB41_23BA,S1A_IW_SLC__1SDV_20211004T220645_20211004T220712_039975_04BB41_23BA-SLC,12,3,134.6880805069527,12
S1A_IW_SLC__1SDV_20210922T220709_20210922T220736_039800_04B524_50DB,S1A_IW_SLC__1SDV_20210922T220709_20210922T220736_039800_04B524_50DB-SLC,S1A_IW_SLC__1SDV_20211004T220709_20211004T220736_039975_04BB41_A896,S1A_IW_SLC__1SDV_20211004T220709_20211004T220736_039975_04BB41_A896-SLC,12,3,65.22021347474423,12
S1A_IW_SLC__1SDV_20210922T220734_20210922T220801_039800_04B524_2B93,S1A_IW_SLC__1SDV_20210922T220734_20210922T220801_039800_04B524_2B93-SLC,S1A_IW_SLC__1SDV_20211004T220734_20211004T220801_039975_04BB41_6CA0,S1A_IW_SLC__1SDV_20211004T220734_20211004T220801_039975_04BB41_6CA0-SLC,12,3,133.14161133163284,12
S1A_IW_SLC__1SDV_20210922T220759_20210922T220826_039800_04B524_15BA,S1A_IW_SLC__1SDV_20210922T220759_20210922T220826_039800_04B524_15BA-SLC,S1A_IW_SLC__1SDV_20211004T220759_20211004T220826_039975_04BB41_A7BB,S1A_IW_SLC__1SDV_20211004T220759_20211004T220826_039975_04BB41_A7BB-SLC,12,3,64.6588780432976,12
S1A_IW_SLC__1SDV_20210922T220824_20210922T220851_039800_04B524_53AB,S1A_IW_SLC__1SDV_20210922T220824_20210922T220851_039800_04B524_53AB-SLC,S1A_IW_SLC__1SDV_20211004T220824_20211004T220852_039975_04BB41_C117,S1A_IW_SLC__1SDV_20211004T220824_20211004T220852_039975_04BB41_C117-SLC,12,3,131.48984603625587,12
S1A_IW_SLC__1SDV_20210922T220849_20210922T220916_039800_04B524_90A1,S1A_IW_SLC__1SDV_20210922T220849_20210922T220916_039800_04B524_90A1-SLC,S1A_IW_SLC__1SDV_20211004T220850_20211004T220917_039975_04BB41_674A,S1A_IW_SLC__1SDV_20211004T220850_20211004T220917_039975_04BB41_674A-SLC,12,3,64.05945416190212,12
S1A_IW_SLC__1SDV_20211004T220551_20211004T220621_039975_04BB41_D9D1,S1A_IW_SLC__1SDV_20211004T220551_20211004T220621_039975_04BB41_D9D1-SLC,S1A_IW_SLC__1SDV_20211016T220551_20211016T220621_040150_04C14D_ED55,S1A_IW_SLC__1SDV_20211016T220551_20211016T220621_040150_04C14D_ED55-SLC,12,3,51.80539265354079,12
S1A_IW_SLC__1SDV_20211004T220619_20211004T220647_039975_04BB41_EEEA,S1A_IW_SLC__1SDV_20211004T220619_20211004T220647_039975_04BB41_EEEA-SLC,S1A_IW_SLC__1SDV_20211016T220619_20211016T220647_040150_04C14D_348E,S1A_IW_SLC__1SDV_20211016T220619_20211016T220647_040150_04C14D_348E-SLC,12,3,52.83085325304766,12
S1A_IW_SLC__1SDV_20211004T220645_20211004T220712_039975_04BB41_23BA,S1A_IW_SLC__1SDV_20211004T220645_20211004T220712_039975_04BB41_23BA-SLC,S1A_IW_SLC__1SDV_20211016T220645_20211016T220712_040150_04C14D_89BB,S1A_IW_SLC__1SDV_20211016T220645_20211016T220712_040150_04C14D_89BB-SLC,12,3,38.34838965354089,12
S1A_IW_SLC__1SDV_20211004T220709_20211004T220736_039975_04BB41_A896,S1A_IW_SLC__1SDV_20211004T220709_20211004T220736_039975_04BB41_A896-SLC,S1A_IW_SLC__1SDV_20211016T220710_20211016T220736_040150_04C14D_32B0,S1A_IW_SLC__1SDV_20211016T220710_20211016T220736_040150_04C14D_32B0-SLC,12,3,54.689283092420865,12
S1A_IW_SLC__1SDV_20211004T220734_20211004T220801_039975_04BB41_6CA0,S1A_IW_SLC__1SDV_20211004T220734_20211004T220801_039975_04BB41_6CA0-SLC,S1A_IW_SLC__1SDV_20211016T220734_20211016T220801_040150_04C14D_3247,S1A_IW_SLC__1SDV_20211016T220734_20211016T220801_040150_04C14D_3247-SLC,12,3,41.45237831394201,12
S1A_IW_SLC__1SDV_20211004T220759_20211004T220826_039975_04BB41_A7BB,S1A_IW_SLC__1SDV_20211004T220759_20211004T220826_039975_04BB41_A7BB-SLC,S1A_IW_SLC__1SDV_20211016T220759_20211016T220826_040150_04C14D_D96E,S1A_IW_SLC__1SDV_20211016T220759_20211016T220826_040150_04C14D_D96E-SLC,12,3,56.69945725736387,12
S1A_IW_SLC__1SDV_20211004T220824_20211004T220852_039975_04BB41_C117,S1A_IW_SLC__1SDV_20211004T220824_20211004T220852_039975_04BB41_C117-SLC,S1A_IW_SLC__1SDV_20211016T220824_20211016T220852_040150_04C14D_6EC6,S1A_IW_SLC__1SDV_20211016T220824_20211016T220852_040150_04C14D_6EC6-SLC,12,3,44.614799442363314,12
S1A_IW_SLC__1SDV_20211004T220850_20211004T220917_039975_04BB41_674A,S1A_IW_SLC__1SDV_20211004T220850_20211004T220917_039975_04BB41_674A-SLC,S1A_IW_SLC__1SDV_20211016T220850_20211016T220917_040150_04C14D_E16C,S1A_IW_SLC__1SDV_20211016T220850_20211016T220917_040150_04C14D_E16C-SLC,12,3,58.82260441653618,12
S1A_IW_SLC__1SDV_20211016T220551_20211016T220621_040150_04C14D_ED55,S1A_IW_SLC__1SDV_20211016T220551_20211016T220621_040150_04C14D_ED55-SLC,S1A_IW_SLC__1SDV_20211028T220551_20211028T220621_040325_04C760_C932,S1A_IW_SLC__1SDV_20211028T220551_20211028T220621_040325_04C760_C932-SLC,12,3,47.82005007235216,12
S1A_IW_SLC__1SDV_20211016T220619_20211016T220647_040150_04C14D_348E,S1A_IW_SLC__1SDV_20211016T220619_20211016T220647_040150_04C14D_348E-SLC,S1A_IW_SLC__1SDV_20211028T220619_20211028T220647_040325_04C760_6855,S1A_IW_SLC__1SDV_20211028T220619_20211028T220647_040325_04C760_6855-SLC,12,3,48.63379205362148,12
S1A_IW_SLC__1SDV_20211016T220645_20211016T220712_040150_04C14D_89BB,S1A_IW_SLC__1SDV_20211016T220645_20211016T220712_040150_04C14D_89BB-SLC,S1A_IW_SLC__1SDV_20211028T220645_20211028T220712_040325_04C760_33DC,S1A_IW_SLC__1SDV_20211028T220645_20211028T220712_040325_04C760_33DC-SLC,12,3,59.97536977574823,12
S1A_IW_SLC__1SDV_20211016T220734_20211016T220801_040150_04C14D_3247,S1A_IW_SLC__1SDV_20211016T220734_20211016T220801_040150_04C14D_3247-SLC,S1A_IW_SLC__1SDV_20211028T220734_20211028T220801_040325_04C760_190E,S1A_IW_SLC__1SDV_20211028T220734_20211028T220801_040325_04C760_190E-SLC,12,3,60.99199470251436,12
S1A_IW_SLC__1SDV_20211016T220759_20211016T220826_040150_04C14D_D96E,S1A_IW_SLC__1SDV_20211016T220759_20211016T220826_040150_04C14D_D96E-SLC,S1A_IW_SLC__1SDV_20211028T220759_20211028T220826_040325_04C760_6DD7,S1A_IW_SLC__1SDV_20211028T220759_20211028T220826_040325_04C760_6DD7-SLC,12,3,51.52712373924175,12
S1A_IW_SLC__1SDV_20211016T220824_20211016T220852_040150_04C14D_6EC6,S1A_IW_SLC__1SDV_20211016T220824_20211016T220852_040150_04C14D_6EC6-SLC,S1A_IW_SLC__1SDV_20211028T220824_20211028T220852_040325_04C760_61ED,S1A_IW_SLC__1SDV_20211028T220824_20211028T220852_040325_04C760_61ED-SLC,12,3,62.05323146467548,12
S1A_IW_SLC__1SDV_20211016T220850_20211016T220917_040150_04C14D_E16C,S1A_IW_SLC__1SDV_20211016T220850_20211016T220917_040150_04C14D_E16C-SLC,S1A_IW_SLC__1SDV_20211028T220850_20211028T220917_040325_04C760_1F73,S1A_IW_SLC__1SDV_20211028T220850_20211028T220917_040325_04C760_1F73-SLC,12,3,53.038172053510934,12
S1A_IW_SLC__1SDV_20211028T220619_20211028T220647_040325_04C760_6855,S1A_IW_SLC__1SDV_20211028T220619_20211028T220647_040325_04C760_6855-SLC,S1A_IW_SLC__1SDV_20211109T220619_20211109T220646_040500_04CD81_A9E8,S1A_IW_SLC__1SDV_20211109T220619_20211109T220646_040500_04CD81_A9E8-SLC,12,3,26.725859562335135,12
S1A_IW_SLC__1SDV_20211028T220709_20211028T220736_040325_04C760_0B2C,S1A_IW_SLC__1SDV_20211028T220709_20211028T220736_040325_04C760_0B2C-SLC,S1A_IW_SLC__1SDV_20211109T220709_20211109T220736_040500_04CD81_BE6B,S1A_IW_SLC__1SDV_20211109T220709_20211109T220736_040500_04CD81_BE6B-SLC,12,3,25.968861949814286,12
S1A_IW_SLC__1SDV_20211028T220734_20211028T220801_040325_04C760_190E,S1A_IW_SLC__1SDV_20211028T220734_20211028T220801_040325_04C760_190E-SLC,S1A_IW_SLC__1SDV_20211109T220734_20211109T220801_040500_04CD81_5DB2,S1A_IW_SLC__1SDV_20211109T220734_20211109T220801_040500_04CD81_5DB2-SLC,12,3,39.69366219269574,12
S1A_IW_SLC__1SDV_20211028T220759_20211028T220826_040325_04C760_6DD7,S1A_IW_SLC__1SDV_20211028T220759_20211028T220826_040325_04C760_6DD7-SLC,S1A_IW_SLC__1SDV_20211109T220759_20211109T220826_040500_04CD81_5EF6,S1A_IW_SLC__1SDV_20211109T220759_20211109T220826_040500_04CD81_5EF6-SLC,12,3,25.14286020183578,12
S1A_IW_SLC__1SDV_20211028T220824_20211028T220852_040325_04C760_61ED,S1A_IW_SLC__1SDV_20211028T220824_20211028T220852_040325_04C760_61ED-SLC,S1A_IW_SLC__1SDV_20211109T220824_20211109T220852_040500_04CD81_4D8E,S1A_IW_SLC__1SDV_20211109T220824_20211109T220852_040500_04CD81_4D8E-SLC,12,3,38.96588278082842,12
S1A_IW_SLC__1SDV_20211109T220551_20211109T220621_040500_04CD81_C93F,S1A_IW_SLC__1SDV_20211109T220551_20211109T220621_040500_04CD81_C93F-SLC,S1A_IW_SLC__1SDV_20211121T220551_20211121T220621_040675_04D385_77E8,S1A_IW_SLC__1SDV_20211121T220551_20211121T220621_040675_04D385_77E8-SLC,12,3,87.57905829557028,12
S1A_IW_SLC__1SDV_20211109T220644_20211109T220711_040500_04CD81_A959,S1A_IW_SLC__1SDV_20211109T220644_20211109T220711_040500_04CD81_A959-SLC,S1A_IW_SLC__1SDV_20211121T220644_20211121T220711_040675_04D385_7C3D,S1A_IW_SLC__1SDV_20211121T220644_20211121T220711_040675_04D385_7C3D-SLC,12,3,80.32921651469093,12
S1A_IW_SLC__1SDV_20211109T220709_20211109T220736_040500_04CD81_BE6B,S1A_IW_SLC__1SDV_20211109T220709_20211109T220736_040500_04CD81_BE6B-SLC,S1A_IW_SLC__1SDV_20211121T220709_20211121T220736_040675_04D385_AE44,S1A_IW_SLC__1SDV_20211121T220709_20211121T220736_040675_04D385_AE44-SLC,12,3,71.24824479491332,12
S1A_IW_SLC__1SDV_20211109T220734_20211109T220801_040500_04CD81_5DB2,S1A_IW_SLC__1SDV_20211109T220734_20211109T220801_040500_04CD81_5DB2-SLC,S1A_IW_SLC__1SDV_20211121T220734_20211121T220801_040675_04D385_7BF8,S1A_IW_SLC__1SDV_20211121T220734_20211121T220801_040675_04D385_7BF8-SLC,12,3,73.31819014874077,12
S1A_IW_SLC__1SDV_20211109T220759_20211109T220826_040500_04CD81_5EF6,S1A_IW_SLC__1SDV_20211109T220759_20211109T220826_040500_04CD81_5EF6-SLC,S1A_IW_SLC__1SDV_20211121T220759_20211121T220826_040675_04D385_188F,S1A_IW_SLC__1SDV_20211121T220759_20211121T220826_040675_04D385_188F-SLC,12,3,63.8290258637934,12
S1A_IW_SLC__1SDV_20211109T220849_20211109T220916_040500_04CD81_52FA,S1A_IW_SLC__1SDV_20211109T220849_20211109T220916_040500_04CD81_52FA-SLC,S1A_IW_SLC__1SDV_20211121T220849_20211121T220916_040675_04D385_0A1E,S1A_IW_SLC__1SDV_20211121T220849_20211121T220916_040675_04D385_0A1E-SLC,12,3,56.83807169119048,12
S1A_IW_SLC__1SDV_20211121T220618_20211121T220646_040675_04D385_1E6B,S1A_IW_SLC__1SDV_20211121T220618_20211121T220646_040675_04D385_1E6B-SLC,S1A_IW_SLC__1SDV_20211203T220618_20211203T220646_040850_04D9A1_5304,S1A_IW_SLC__1SDV_20211203T220618_20211203T220646_040850_04D9A1_5304-SLC,12,3,90.53900191419525,12
S1A_IW_SLC__1SDV_20211121T220644_20211121T220711_040675_04D385_7C3D,S1A_IW_SLC__1SDV_20211121T220644_20211121T220711_040675_04D385_7C3D-SLC,S1A_IW_SLC__1SDV_20211203T220644_20211203T220711_040850_04D9A1_86B9,S1A_IW_SLC__1SDV_20211203T220644_20211203T220711_040850_04D9A1_86B9-SLC,12,3,87.89548315618465,12
S1A_IW_SLC__1SDV_20211121T220823_20211121T220851_040675_04D385_B500,S1A_IW_SLC__1SDV_20211121T220823_20211121T220851_040675_04D385_B500-SLC,S1A_IW_SLC__1SDV_20211203T220823_20211203T220850_040850_04D9A1_4C8C,S1A_IW_SLC__1SDV_20211203T220823_20211203T220850_040850_04D9A1_4C8C-SLC,12,3,86.80971639242841,12
